build_commit,build_number,cuda,opencl,vulkan,kompute,metal,sycl,gpu_blas,blas,cpu_info,gpu_info,model_filename,model_type,model_size,model_n_params,n_batch,n_threads,type_k,type_v,n_gpu_layers,split_mode,main_gpu,no_kv_offload,mul_mat_q,tensor_split,use_mmap,n_prompt,n_gen,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","4","f16","f16","0","layer","0","0","1","0.00","0","512","0","2024-02-25T09:04:22Z","52075026357","462962757","9.832588","0.087153"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","4","f16","f16","0","layer","0","0","1","0.00","0","0","128","2024-02-25T09:08:42Z","15785027051","166812676","8.109677","0.085917"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","5","f16","f16","0","layer","0","0","1","0.00","0","512","0","2024-02-25T09:10:01Z","46349142763","397991761","11.047244","0.095142"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","5","f16","f16","0","layer","0","0","1","0.00","0","0","128","2024-02-25T09:13:53Z","15245400869","46803618","8.396038","0.025768"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","6","f16","f16","0","layer","0","0","1","0.00","0","512","0","2024-02-25T09:15:10Z","46993039979","566504491","10.949769","0.852076"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","6","f16","f16","0","layer","0","0","1","0.00","0","0","128","2024-02-25T09:19:05Z","15969199102","267545998","8.017221","0.133612"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","7","f16","f16","0","layer","0","0","1","0.00","0","512","0","2024-02-25T09:20:25Z","41735365902","762051804","12.271039","0.223609"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","7","f16","f16","0","layer","0","0","1","0.00","0","0","128","2024-02-25T09:23:54Z","15637243574","405872638","8.190085","0.216697"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","8","f16","f16","0","layer","0","0","1","0.00","0","512","0","2024-02-25T09:25:12Z","37694799297","158216370","13.582966","0.056802"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","8","f16","f16","0","layer","0","0","1","0.00","0","0","128","2024-02-25T09:28:21Z","15069735086","447354070","8.499825","0.251843"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","9","f16","f16","0","layer","0","0","1","0.00","0","512","0","2024-02-25T09:29:36Z","40057300270","4015374121","12.849469","1.001189"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","9","f16","f16","0","layer","0","0","1","0.00","0","0","128","2024-02-25T09:32:57Z","14589868540","81659025","8.773430","0.048911"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","10","f16","f16","0","layer","0","0","1","0.00","0","512","0","2024-02-25T09:34:10Z","35128224496","245083962","14.575742","0.101701"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","10","f16","f16","0","layer","0","0","1","0.00","0","0","128","2024-02-25T09:37:06Z","14269713726","194329458","8.971383","0.122652"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","11","f16","f16","0","layer","0","0","1","0.00","0","512","0","2024-02-25T09:38:17Z","33640147810","231867213","15.220489","0.105145"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","11","f16","f16","0","layer","0","0","1","0.00","0","0","128","2024-02-25T09:41:05Z","14602780410","756611992","8.783567","0.437394"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","12","f16","f16","0","layer","0","0","1","0.00","0","512","0","2024-02-25T09:42:19Z","32971038735","263999331","15.529578","0.124576"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","12","f16","f16","0","layer","0","0","1","0.00","0","0","128","2024-02-25T09:45:04Z","16075270383","1868720554","8.134905","1.223003"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","13","f16","f16","0","layer","0","0","1","0.00","0","512","0","2024-02-25T09:46:25Z","32120001740","696805529","15.946362","0.353735"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","13","f16","f16","0","layer","0","0","1","0.00","0","0","128","2024-02-25T09:49:05Z","14336421031","901747961","8.955332","0.537335"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","14","f16","f16","0","layer","0","0","1","0.00","0","512","0","2024-02-25T09:50:17Z","31479385828","1313508592","16.286785","0.664609"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","14","f16","f16","0","layer","0","0","1","0.00","0","0","128","2024-02-25T09:52:55Z","17473784984","3904836798","7.445235","1.069707"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","1","f16","f16","99","layer","0","0","1","0.00","0","512","0","2024-02-25T09:56:34Z","161363627938","4212251982","3.173334","0.038364"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","1","f16","f16","99","layer","0","0","1","0.00","0","0","128","2024-02-25T10:10:02Z","44609587532","32338914","2.869340","0.002080"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","2","f16","f16","99","layer","0","0","1","0.00","0","512","0","2024-02-25T10:13:45Z","85129135397","617000846","6.014647","0.043898"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","2","f16","f16","99","layer","0","0","1","0.00","0","0","128","2024-02-25T10:20:51Z","23478908338","83777287","5.451757","0.019399"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","3","f16","f16","99","layer","0","0","1","0.00","0","512","0","2024-02-25T10:22:49Z","63204183287","456351688","8.101068","0.058510"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","3","f16","f16","99","layer","0","0","1","0.00","0","0","128","2024-02-25T10:28:05Z","17590658195","484153631","7.280925","0.196940"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","4","f16","f16","99","layer","0","0","1","0.00","0","512","0","2024-02-25T10:29:33Z","55119038895","1543675272","9.294879","0.263057"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","4","f16","f16","99","layer","0","0","1","0.00","0","0","128","2024-02-25T10:34:09Z","15789636270","772774634","8.122002","0.393970"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","5","f16","f16","99","layer","0","0","1","0.00","0","512","0","2024-02-25T10:35:28Z","50806955934","208190307","10.077496","0.041321"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","5","f16","f16","99","layer","0","0","1","0.00","0","0","128","2024-02-25T10:39:42Z","16265477768","236849110","7.870739","0.112559"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","6","f16","f16","99","layer","0","0","1","0.00","0","512","0","2024-02-25T10:41:04Z","46525349370","387409959","11.005364","0.091718"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","6","f16","f16","99","layer","0","0","1","0.00","0","0","128","2024-02-25T10:44:57Z","15788186360","69774054","8.107454","0.035745"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","7","f16","f16","99","layer","0","0","1","0.00","0","512","0","2024-02-25T10:46:16Z","42839435779","154004954","11.951729","0.043105"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","7","f16","f16","99","layer","0","0","1","0.00","0","0","128","2024-02-25T10:49:50Z","15471960347","59008964","8.273127","0.031623"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","8","f16","f16","99","layer","0","0","1","0.00","0","512","0","2024-02-25T10:51:08Z","39973811735","144006430","12.808519","0.046130"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","8","f16","f16","99","layer","0","0","1","0.00","0","0","128","2024-02-25T10:54:28Z","14865250354","59347060","8.610796","0.034457"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","9","f16","f16","99","layer","0","0","1","0.00","0","512","0","2024-02-25T10:55:42Z","37381000529","446108787","13.698368","0.164484"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","9","f16","f16","99","layer","0","0","1","0.00","0","0","128","2024-02-25T10:58:49Z","14653174293","135535871","8.735906","0.080661"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","10","f16","f16","99","layer","0","0","1","0.00","0","512","0","2024-02-25T11:00:03Z","35415695611","197797530","14.457226","0.080383"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","10","f16","f16","99","layer","0","0","1","0.00","0","0","128","2024-02-25T11:03:00Z","14461054899","326764138","8.854920","0.196961"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","11","f16","f16","99","layer","0","0","1","0.00","0","512","0","2024-02-25T11:04:12Z","33997746760","205565935","15.060263","0.091188"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","11","f16","f16","99","layer","0","0","1","0.00","0","0","128","2024-02-25T11:07:02Z","14159809894","469310651","9.047573","0.298224"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","12","f16","f16","99","layer","0","0","1","0.00","0","512","0","2024-02-25T11:08:13Z","32989886511","3744683764","15.522044","0.203359"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","12","f16","f16","99","layer","0","0","1","0.00","0","0","128","2024-02-25T11:10:58Z","14028600526","471729366","9.132382","0.303509"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","13","f16","f16","99","layer","0","0","1","0.00","0","512","0","2024-02-25T11:12:09Z","32117366537","876996473","15.950853","0.426835"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","13","f16","f16","99","layer","0","0","1","0.00","0","0","128","2024-02-25T11:14:49Z","15101473343","669237128","8.489786","0.389230"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","14","f16","f16","99","layer","0","0","1","0.00","0","512","0","2024-02-25T11:16:05Z","30482856316","540287512","16.800474","0.292498"
"9e359a4f","2254","0","0","0","0","0","0","0","0","AMD Ryzen 7 5800H with Radeon Graphics","NVIDIA GeForce RTX 3060 Laptop GPU","quantized/Mistral-7B-Instruct-v0.2/Mistral-7B-Instruct-v0.2-Q4_0.gguf","llama 7B Q4_0","4108181504","7241732096","512","14","f16","f16","99","layer","0","0","1","0.00","0","0","128","2024-02-25T11:18:38Z","14003134807","144133428","9.141581","0.093618"
